Datetime,Close,High,Low,Open,Volume
2025-10-03 13:03:00+00:00,31.200000762939453,31.200000762939453,31.1299991607666,31.15999984741211,0
2025-10-03 13:04:00+00:00,31.18000030517578,31.219999313354492,31.18000030517578,31.200000762939453,75700
2025-10-03 13:05:00+00:00,31.15999984741211,31.190000534057617,31.15999984741211,31.190000534057617,52300
2025-10-03 13:06:00+00:00,31.149999618530273,31.18000030517578,31.139999389648438,31.15999984741211,20600
2025-10-03 13:07:00+00:00,31.1200008392334,31.149999618530273,31.1200008392334,31.149999618530273,40400
2025-10-03 13:08:00+00:00,31.149999618530273,31.15999984741211,31.1200008392334,31.1200008392334,58900
2025-10-03 13:09:00+00:00,31.139999389648438,31.15999984741211,31.139999389648438,31.15999984741211,18500
2025-10-03 13:10:00+00:00,31.15999984741211,31.18000030517578,31.1200008392334,31.1299991607666,52900
2025-10-03 13:11:00+00:00,31.139999389648438,31.15999984741211,31.139999389648438,31.15999984741211,16200
2025-10-03 13:12:00+00:00,31.1299991607666,31.139999389648438,31.1200008392334,31.139999389648438,14600
2025-10-03 13:13:00+00:00,31.139999389648438,31.15999984741211,31.110000610351562,31.1200008392334,38900
2025-10-03 13:14:00+00:00,31.200000762939453,31.200000762939453,31.139999389648438,31.139999389648438,237900
2025-10-03 13:15:00+00:00,31.200000762939453,31.219999313354492,31.190000534057617,31.200000762939453,27200
2025-10-03 13:16:00+00:00,31.209999084472656,31.219999313354492,31.190000534057617,31.190000534057617,31900
2025-10-03 13:17:00+00:00,31.209999084472656,31.219999313354492,31.200000762939453,31.209999084472656,28400
2025-10-03 13:18:00+00:00,31.219999313354492,31.239999771118164,31.209999084472656,31.209999084472656,48500
2025-10-03 13:19:00+00:00,31.219999313354492,31.239999771118164,31.219999313354492,31.219999313354492,27500
2025-10-03 13:20:00+00:00,31.239999771118164,31.239999771118164,31.239999771118164,31.239999771118164,1600
2025-10-03 13:21:00+00:00,31.229999542236328,31.25,31.229999542236328,31.25,66500
2025-10-03 13:22:00+00:00,31.280000686645508,31.280000686645508,31.229999542236328,31.239999771118164,120900
2025-10-03 13:23:00+00:00,31.270000457763672,31.270000457763672,31.25,31.270000457763672,11700
2025-10-03 13:24:00+00:00,31.270000457763672,31.270000457763672,31.25,31.270000457763672,26600
2025-10-03 13:25:00+00:00,31.270000457763672,31.270000457763672,31.25,31.270000457763672,24900
2025-10-03 13:26:00+00:00,31.25,31.260000228881836,31.25,31.25,5100
2025-10-03 13:27:00+00:00,31.239999771118164,31.260000228881836,31.209999084472656,31.260000228881836,287100
2025-10-03 13:28:00+00:00,31.239999771118164,31.239999771118164,31.229999542236328,31.239999771118164,2400
2025-10-03 13:29:00+00:00,31.209999084472656,31.239999771118164,31.209999084472656,31.239999771118164,8700
2025-10-03 13:30:00+00:00,31.31999969482422,31.329999923706055,31.219999313354492,31.229999542236328,172300
2025-10-03 13:31:00+00:00,31.260000228881836,31.309999465942383,31.260000228881836,31.299999237060547,45100
2025-10-03 13:32:00+00:00,31.219999313354492,31.25,31.209999084472656,31.25,32800
2025-10-03 13:33:00+00:00,31.239999771118164,31.25,31.209999084472656,31.219999313354492,50800
2025-10-03 13:34:00+00:00,31.219999313354492,31.239999771118164,31.209999084472656,31.219999313354492,15800
2025-10-03 13:35:00+00:00,31.200000762939453,31.239999771118164,31.18000030517578,31.200000762939453,89100
2025-10-03 13:36:00+00:00,31.209999084472656,31.209999084472656,31.170000076293945,31.200000762939453,62800
2025-10-03 13:37:00+00:00,31.209999084472656,31.209999084472656,31.190000534057617,31.200000762939453,2900
2025-10-03 13:38:00+00:00,31.219999313354492,31.219999313354492,31.170000076293945,31.209999084472656,109100
2025-10-03 13:39:00+00:00,31.229999542236328,31.239999771118164,31.200000762939453,31.209999084472656,107300
2025-10-03 13:40:00+00:00,31.209999084472656,31.229999542236328,31.200000762939453,31.219999313354492,239700
2025-10-03 13:41:00+00:00,31.200000762939453,31.209999084472656,31.15999984741211,31.200000762939453,88600
2025-10-03 13:42:00+00:00,31.190000534057617,31.209999084472656,31.18000030517578,31.190000534057617,14800
2025-10-03 13:43:00+00:00,31.200000762939453,31.209999084472656,31.190000534057617,31.200000762939453,7300
2025-10-03 13:44:00+00:00,31.200000762939453,31.209999084472656,31.149999618530273,31.200000762939453,139300
2025-10-03 13:45:00+00:00,31.1299991607666,31.18000030517578,31.1200008392334,31.18000030517578,253700
2025-10-03 13:46:00+00:00,31.1299991607666,31.149999618530273,31.110000610351562,31.1299991607666,130400
2025-10-03 13:47:00+00:00,31.110000610351562,31.1299991607666,31.100000381469727,31.1299991607666,50300
2025-10-03 13:48:00+00:00,31.1200008392334,31.1299991607666,31.100000381469727,31.100000381469727,32700
2025-10-03 13:49:00+00:00,31.1200008392334,31.1299991607666,31.100000381469727,31.100000381469727,56000
2025-10-03 13:50:00+00:00,31.149999618530273,31.149999618530273,31.100000381469727,31.1200008392334,30900
2025-10-03 13:51:00+00:00,31.149999618530273,31.149999618530273,31.1299991607666,31.149999618530273,30900
2025-10-03 13:52:00+00:00,31.139999389648438,31.139999389648438,31.1299991607666,31.1299991607666,6700
2025-10-03 13:53:00+00:00,31.15999984741211,31.15999984741211,31.1299991607666,31.1299991607666,14300
